| 平仓日期 | 交易所 |       品种       |      合约      |开仓日期 |买/卖|   手数   |     开仓价    |     昨结算     |   成交价   |  平仓盈亏  |     权利金收支      |  成交类型  |
|Close Date|Exchange|      Product     |   Instrument   |Open Date| B/S |   Lots   |Pos. Open Price|   Prev. Sttl   |Trans. Price| Total  P/L |Premium Received/Paid| trade type |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.100|         393.800|     407.500|    79400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.700|         393.800|     407.500|   157600.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         9|        328.400|         393.800|     407.500|   711900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.100|         393.800|     407.500|   158800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.600|         393.800|     407.500|   157800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.400|         393.800|     407.500|   237300.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.400|         393.800|     407.500|   237300.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.100|         393.800|     407.500|    79400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.700|         393.800|     407.500|    78800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.700|         393.800|     407.500|    78800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.400|         393.800|     407.500|   158200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.700|         393.800|     407.500|   236400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.700|         393.800|     407.500|   157600.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         6|        328.300|         393.800|     407.500|   475200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.100|         393.800|     407.500|    79400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.700|         393.800|     407.500|    78800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         9|        328.200|         393.800|     407.500|   713700.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.700|         393.800|     407.500|    78800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.500|         393.800|     407.500|   237000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.600|         393.800|     407.500|   236700.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.400|         393.800|     407.500|   158200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.700|         393.800|     407.500|    78800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.400|         393.800|     407.500|   158200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         4|        328.300|         393.800|     407.500|   316800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         4|        328.700|         393.800|     407.500|   315200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.600|         393.800|     407.500|   236700.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         4|        328.600|         393.800|     407.500|   315600.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.300|         393.800|     407.500|   158400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         4|        328.400|         393.800|     407.500|   316400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.400|         393.800|     407.500|   237300.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         4|        328.400|         393.800|     407.500|   316400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.600|         393.800|     407.500|   236700.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         2|        328.300|         393.800|     407.500|   158400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         3|        328.300|         393.800|     407.500|   237600.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.400|         393.800|     407.500|    79100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|        10|        328.300|         393.800|     407.500|   792000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.500|         393.800|     407.500|    79000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         5|        328.600|         393.800|     407.500|   394500.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.300|         393.800|     407.500|    79200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.600|         393.800|     407.500|    78900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210126 |   卖|         1|        328.700|         393.800|     407.500|    78800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         7|        331.400|         393.800|     407.500|   532700.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.600|         393.800|     407.500|    74900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         3|        331.300|         393.800|     407.500|   228600.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.700|         393.800|     407.500|    74800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         4|        332.700|         393.800|     407.500|   299200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.600|         393.800|     407.500|    74900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.600|         393.800|     407.500|    74900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         2|        331.400|         393.800|     407.500|   152200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         4|        332.600|         393.800|     407.500|   299600.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         2|        331.400|         393.800|     407.500|   152200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.700|         393.800|     407.500|    74800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         5|        332.700|         393.800|     407.500|   374000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         3|        332.700|         393.800|     407.500|   224400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.600|         393.800|     407.500|    74900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.700|         393.800|     407.500|    74800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         2|        331.300|         393.800|     407.500|   152400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         8|        331.400|         393.800|     407.500|   608800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|        10|        332.700|         393.800|     407.500|   748000.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.700|         393.800|     407.500|    74800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.400|         393.800|     407.500|    76100.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         4|        331.400|         393.800|     407.500|   304400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.700|         393.800|     407.500|    74800.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        331.300|         393.800|     407.500|    76200.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         2|        331.300|         393.800|     407.500|   152400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.600|         393.800|     407.500|    74900.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         3|        332.700|         393.800|     407.500|   224400.00|                 0.000|  普通成交  |
|20210224  |能源中心|原油              |sc2103          |20210127 |   卖|         1|        332.600|         393.800|     407.500|    74900.00|                 0.000|  普通成交  |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|共   176条|        |                  |                |         |     |       300|               |                |            | 23373500.00|                  0.00|            |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
能源中心---INE  上期所---SHFE   中金所---CFFEX  大商所---DCE   郑商所---CZCE  
买---Buy   卖---Sell 


